1605361531.1238568,0,train,                        64,0.08374158854017755,                        0.01738334819674492
1605361533.5118105,0,train,                        1152,1.274148492560077,                        0.39981701970100403
1605361536.11057,0,train,                        2240,0.8997620271087674,                        0.6651418209075928
1605361538.587466,0,train,                        3328,0.7140702354940709,                        0.7218664288520813
1605361541.2167408,0,train,                        4416,0.5146722662699735,                        0.8179323077201843
1605361543.8888655,0,train,                        5504,0.41356017975663223,                        0.8499542474746704
1605361546.4346988,0,train,                        6592,0.3538314639594941,                        0.8874657154083252
1605361548.9701083,0,train,                        7680,0.33431029516082233,                        0.8874657154083252
1605361551.5802896,0,train,                        8768,0.29460597670852645,                        0.9048490524291992
1605361554.225592,0,train,                        9856,0.3018311267584044,                        0.9002744555473328
1605361556.7477918,0,train,                        10944,0.2770403620308948,                        0.9130832552909851
1605361559.3988175,0,train,                        12032,0.25699814415152533,                        0.9066788554191589
1605361562.1737092,0,train,                        13120,0.253191239443375,                        0.9222323894500732
1605361564.8869667,0,train,                        14272,0.25423629460592173,                        0.9725525975227356
1605361567.3778896,0,train,                        15360,0.2625455716718585,                        0.9121683239936829
1605361570.0249999,0,train,                        16448,0.2145422344783633,                        0.938700795173645
1605361572.6557367,0,train,                        17536,0.21914302724714357,                        0.9268069267272949
1605361575.083369,0,train,                        18624,0.1900863756527076,                        0.9368709921836853
1605361577.453853,0,train,                        19712,0.20080394169003835,                        0.938700795173645
1605361580.1317425,0,train,                        20800,0.17271310521829925,                        0.9542543292045593
1605361582.5537276,0,train,                        21888,0.19840823502466423,                        0.9368709921836853
1605361585.1291654,0,train,                        22976,0.2006135279174693,                        0.9277218580245972
1605361587.6178286,0,train,                        24064,0.17607824451205714,                        0.9405306577682495
1605361590.4442666,0,train,                        25152,0.16706111642710136,                        0.9478499293327332
1605361592.9888446,0,train,                        26240,0.17205976807296766,                        0.9496797919273376
1605361595.5110977,0,train,                        27328,0.19265918260523734,                        0.9396157264709473
1605361598.2723377,0,train,                        28480,0.19580534283218315,                        0.9917657971382141
1605361600.8408175,0,train,                        29568,0.15785466828481495,                        0.9496797919273376
1605361603.3367803,0,train,                        30656,0.17050977158960898,                        0.9377859234809875
1605361605.8861773,0,train,                        31744,0.16506444960696262,                        0.938700795173645
1605361608.7117784,0,train,                        32832,0.15341201051047168,                        0.9432753920555115
1605361611.1037,0,train,                        33920,0.1496922714603351,                        0.9515095949172974
1605361613.6601374,0,train,                        35008,0.16794453339083742,                        0.9359560608863831
1605361616.1576211,0,train,                        36096,0.13887674876123204,                        0.9615736603736877
1605361618.754949,0,train,                        37184,0.13227370585854295,                        0.9569990634918213
1605361621.362068,0,train,                        38272,0.1502371447302285,                        0.9515095949172974
1605361623.7689419,0,train,                        39360,0.14371938238641263,                        0.9533393979072571
1605361626.4201617,0,train,                        40448,0.13435598087223538,                        0.9560841917991638
1605361629.251714,0,train,                        41536,0.15227673452923524,                        0.9478499293327332
1605361631.77142,0,train,                        42688,0.17371028339982797,                        0.9917657971382141
1605361634.1760206,0,train,                        43776,0.1337542974501712,                        0.9606587290763855
1605361636.920672,0,train,                        44864,0.1394962618793791,                        0.9533393979072571
1605361639.4235294,0,train,                        45952,0.14656548661478921,                        0.9478499293327332
1605361642.0563529,0,train,                        47040,0.13462405846081846,                        0.9597437977790833
1605361644.476602,0,train,                        48128,0.11938002626501085,                        0.9643183946609497
1605361647.361747,0,train,                        49216,0.1436236583084986,                        0.9551692605018616
1605361649.679795,0,train,                        50304,0.12780760977100258,                        0.9579139947891235
